#Default

; cutscenes.tbl
2631, "Well done, Pilot.  This mission was quite a bit more intense than we had expected, thanks to the Shivans.  Fortunately you were able to hang on until the Vasudan reinforcements arrived.  Very impressive."

2632, "Guard PVD Hope"

2633, "...serious damage.  Please assist."

; sm3-03a.fs2

2634, "You should try to stay near the escape pods and destroy any Shivan fighters that attack them.  Sacrificing one or two pods so the rest can make it is a wise choice which you may have to make."

2635, "You can't save the installation, but you can save the Communications Terminal.  Try your hardest to kill the bombers before they can launch missiles at it.  Don't be afraid to switch targets even if you haven't finished off one of the bombers.  Just don't let them get a bead on the comm station."

2636, "Destroy Deva"

2637, "Destroy Karna"

; mdu-16.fs2

2638, "Escape 2 didn't make it."

2639, "We lost escape 4!"

; sm3-04a.fs2

2640, "In a last ditch effort to stave off the Shivan attack, Terran Command pursues all the leads that it has.  One such lead takes the player and his squadron deep into conquered Vasudan territory in order to recover an ancient artifact.  Half the challenge, however, is getting there..."

2641, "$b * $b GTD $b Bastion
$b * $b Ribos $b System
$b * $b 3/2/35

$b State $b of $b the $b Alliance

We have now lost vital ground to the Shivans in the Antares system and Sirius.  The number of systems between the Shivans and Earth are dwindling fast.  Fortunately, we were able to save the Beta Aquilae communications terminal.  Aside from that single post, we have lost communications with every outer colony."

2642, "$b Transmission $b from $b Altair

The following transmission was picked up by the Terran listening outpost in the Beta Aquilae system.

''...We are a group of Vasudan refugees seeking the assistance of any Terran ships.  We were onboard a Vasudan science outpost when it was destroyed by the Shivans.  We managed to land on this uncharted planet when our escape pod lost power.  It's uninhabited, but we uncovered the remains of an ancient civilization.  They were neither Terran nor Vasudan nor Shivan."

2643, "$b Transmission $b Continued

''Our scanning equipment was able to locate a storage device of some sort.  It was heavily protected, which suggests it stores something quite valuable, possibly information or technology.  We are attempting to decipher the language of the device, but are fearful of Shivan attacks."

2644, "$b Transmission $b Continued

''I say this because it is immediately apparent that this planet was also destroyed by Shivan weapons.  This is difficult to believe, considering the age of the remains, but the evidence is conclusive.  What we ask is for rescue and an escort away from this planet.  Our scientists are not normally a superstitious group, but having one's homeworld destroyed tends to shake your beliefs.  Please send an armed rescue as soon as possible to these coordinates.''"

2645, "$b Our $b Orders

Your next series of missions will require both massive firepower and intelligence.  For this reason, I am assigning Alpha 1 to lead these missions.  We will be attempting to rescue the Vasudan refugees from Altair."

2646, "$b New $b Technology: $b Jump $b Drives

This mission will be facilitated by the new subspace drive we have received.  For years the GTA has tried to give a fighter the ability to do intersystem jumps.  After monitoring the Beta Aquilae engagements, the GTA science colony at Sol has finally been able to solve the puzzle.  All GTA fighters are currently being equipped with intersystem subspace drives."

2647, "$b New $b Technology: $b Project $b Ursa

Research and Development have nearly completed project Ursa, which should be our best bet at defeating the Shivan Lucifer destroyer.  For those of you that haven't been keeping up, Project Ursa is an attempt to make a new type of heavy bomber capable of carrying the Harbinger bomb.

We expect that a wing of Ursas will be available to you on your return trip from Altair."

2648, "$b New $b Technology: $b Harbinger $b Bomb

The Harbinger will assist us greatly in any attacks against capital ships.  Until recently, Harbingers were reserved for planetary attacks only.  With this project nearing completion, we may be able to finally defeat the Lucifer."

2649, "$b New $b Technology: $b Disruptor $b Missile

You may or may not want to use the new Disruptor Missile to assist you in the next few missions.  It is the only missile in our arsenal which allows us to completely shut down a cruiser for a short amount of time.  It's definitely worth a look.  Details are in the Tech Room."

2650, "After you have completed these tasks, stand by for further orders.  Good luck, Alpha 1."

2651, "You were ordered to stay in the area until you received further orders.  Yet you jumped out and the mission is a failure.  You are hereby grounded.  Dismissed."

2652, "Stay in the area and await further orders.  If you can't beat the Zenith, try to first eliminate all Dragons in the area, then go straight for the Zenith's comms.  Once the comms are out, target the weapons system and then allow your bombers to finish him off."

2653, "Destroy Zenith"

2654, "Disarm Zenith"

2655, "Destroy Benedict"

2656, "Shivans are requesting reinforcements.  We need to destroy the Zenith's comms ASAP."

2657, "Target has been disarmed sir.  Should we attack or warp out?"

2658, "Looks like the sector is clear.  Standby for new orders."

; sm3-05a.fs2

2659, "In a last ditch effort to stave off the Shivan attack, Terran Command pursues all the leads that it has.  One such lead takes the player and his squadron deep into conquered Vasudan territory in order to recover an ancient artifact.  And while the preliminaries are complete, the chances of this operation going off without a hitch are all but... nil."

2660, "As you already know, we are sending scientists to the Altair system to investigate records found on Altair IV.  Command hopes they will aid us in our war with the Shivans.

The Rosetta is currently carrying the scientists.  It will rendezvous with two transports, Omega 1 and Omega 2.  All three ships should be arriving within a few minutes.

Omega wing will dock with the Rosetta as soon as they arrive.  Oversee this personnel transfer, then escort Omega 1 and Omega 2 to the jump node."

2661, "Forget Rosetta.  Getting those two transports out alive is far more important.  You have to take out those heavy attack Basilisks as fast as possible, before they launch their streams of swarm missiles."

2662, "Oversee Omega 1 docking"

2663, "Oversee Omega 2 docking"

2664, "Escort Omega 1 to Jump Node"

2665, "Escort Omega 2 to Jump Node"

; sm3-06a.fs2

2666, "The player and his squadron simply have to ensure that the scientists and records make it back home.  It's too bad that the Hammer of Light believes that the Terrans have overstayed their welcome."

2667, "We have successfully extracted the records from Altair IV.  They have been partially deciphered and are being moved back to Terran Space.  Omega transports will once again be handling the movement of the scientists and the records."

2668, "We have successfully extracted the records from Altair IV.  They have been partially deciphered and are being moved back to Terran Space.  Omega will once again be handling the movement of the scientists and the records."

2669, "If worse comes to worst, let Omega 2 die, and go straight for the Leo bombers.  Once you've destroyed the first wave of Leos, you can simply order everyone to engage fighters, and you should have little trouble escorting Omega 1 to the jump node."

2670, "If you are having trouble keeping both transports alive, keep this in mind:  The Leo squadron of bombers has only 4 bombers, and no reinforcements.  Destroy them as quickly as possible, and you are free to worry about Omega 2.  If you can't destroy the Typhon, at least try to disable it with disruptor missiles while Omega 2 flies by."

2671, "Anvil taking a pounding.  Just a few more bombs."

; sm3-07a.fs2

2672, "Clash of the Titans"

2673, "$b * $b GTD $b Bastion
$b * $b Sirius $b System
$b * $b 3/29/35

$b The $b Lucifer

The Shivans have finally determined the location of the Sol system.  The Lucifer has moved into position here in Sirius for the subspace jump to Delta Serpentis.

From Delta Serpentis, she will certainly  make the jump to Sol to destroy our homeworld."

2674, "$b New $b Information

From the records you retrieved in Altair, we have discovered the means to destroy the Lucifer.  As you know, our shield systems do not work in subspace.  The same holds true for the Lucifer.  More importantly, the records contain the information to enable us to track a capital ship into and inside subspace.

If we can track the Lucifer into subspace, we believe a small strike force may be sufficient to destroy it."

2675, "$b Our $b Orders

We have been assigned the task of destroying the Lucifer before she reaches Sol.  The Bastion is currently en route to intercept the Lucifer at the Sirius-Delta Serpentis subspace node.

The Bastion will attempt to provide close cover, while Ursa bombers deliver a payload of Harbingers.  We believe that without the shielding system it's relied on so heavily, the Lucifer will be vulnerable.
