#Default

; cutscenes.tbl
3699, "The $f Soyakaze is making the subspace jump to $b Deneb as we speak.  Advance fighter wings will be launched immediately upon the Soyakaze's arrival in the system, and the Soyakaze herself will move into position to challenge the Hades directly as soon as her jump drives are recharged.  The Hades has five main beam cannons that must be destroyed for the Soyakaze to have a chance of victory."

3700, "$f Alpha wing will fly tactical assault, using $b Tsunami bombs to destroy the Hades's beam emplacements.  $f Beta wing will cover them.  When the Soyakaze arrives to confront the Hades, $f Delta and $f Epsilon wings will also be deployed."

3701, "We have a limited window of opportunity to destroy the Hades before it concludes its activity at the depot and leaves the system.  The capabilities of this warship are unthinkable, and in the hands of the GTI it is a terrible weapon.

The security of the Terran and Vasudan species is in your hands now, pilots.  You know the consequences of failure.  Good luck."

3702, "Congratulations, pilots!  The Hades has been destroyed and the GTI rebellion is no more.  All remaining GTI forces throughout Terran-Vasudan space have surrendered.  Had we failed here, the GTI would be writing the history books."

3703, "Welcome to the GTD Intrepid, pilots.  The destruction of the GTD Soyakaze is a tragedy for everyone in the Alliance, especially for those of you so recently stationed on the GTD Krios.  Fortunately, the Soyakaze was not lost in vain.  The Hades has been destroyed and the GTI rebellion is no more.  All remaining GTI forces throughout Terran-Vasudan space have surrendered."

3704, "Members of the provisional GTA government have already begun the process of reconstruction in cooperation with our Vasudan allies.  It is ironic that, far from tearing our two species apart, this conflict has brought them closer together than ever before.  Admiral Amentep, commander of the PVD Guardian and the Vasudan 13th Battle Group, has expressed interest in personally meeting with the pilots who flew against the Hades -- a rare gesture on the part of a Vasudan."

3705, "Debris from the Hades is still raining down on Deneb III.  Due to the sensitive nature of the technology it contained, the planet will be quarantined until the wreckage can be disposed of.  Terran Command has classified all data regarding the technology used in this engagement, though we can probably expect to see these advances in future Terran and Vasudan warship designs."

3706, "We failed to stop the Hades before it could repair its engines, and the GTI superweapon successfully made the subspace jump to Altair.  It has only been a few short hours since the battle ended, but our worst fears have been confirmed.

We have already started to receive reports on the devastation being wrought in Altair and Aldebaran.  Hundreds of thousands of Vasudans are believed dead, and many of the PVN's highest-ranking officers have committed ritual suicide, including Admiral Amentep, commander of the PVD Guardian and the Vasudan 13th Battle Group.  Most alarmingly, Hammer of Light cells in Altair have begun to change their rhetoric, claiming that the prophesied Great Destroyers are not the Shivans after all, but the Terrans."

3707, "Perhaps our victory was not meant to be.  In our battle against the Hades, the odds were against us, and the sentiments of fourteen years are not easily pushed aside by the events of six months.  As we speak, Terran ships across the GTA are defecting to the GTI in large numbers, and members-in-hiding of the intelligence directorate have emerged to seize power in Delta Serpentis.  In the face of overwhelming opposition from our former allies, Admiral Tess and the Soyakaze have surrendered."

3708, "Perhaps our victory was not meant to be.  In our battle against the Hades, the odds were against us, and the sentiments of fourteen years are not easily pushed aside by the events of six months.  As we speak, Terran ships across the GTA are defecting to the GTI in large numbers, and members-in-hiding of the intelligence directorate have emerged to seize power in Delta Serpentis."

3709, "Our failure has brought calamity to our ravaged systems.  Though the wars against the Vasudans and the Shivans are now over, we may have paid the price with our souls."

3710, "Destroy beam cannons"

3711, "Destroy the Hades"

3712, "Defend the Soyakaze"

3713, "Destroy the Hades's beam turrets"

3714, "The dorsal beam cannon has been destroyed."

3715, "The tower beam cannon is disarmed."

3716, "The ventral beam cannon has been disabled."

3717, "The portside beam turret is down."

3718, "The starboard beam turret has been knocked out."

3719, "Let's rock and roll!"

3720, "Alpha and Beta, we estimate less than two minutes until our subspace drives are recharged.  Destroy as many of the Hades's turrets as you can in that time."

3721, "Godspeed, pilots!"

3722, "The Soyakaze is now on station."

3723, "We're sustaining heavy fire, pilots.  Take out those beam cannons!"

3724, "Enemy bombers have inflicted heavy damage.  Take them out now, pilots!"

3725, "The Hades is ripping our hull apart!  Destroy those beam cannons, pilots, or we won't make it!"

3726, "We're taking severe damage, pilots.  Intercept those bombs or we won't make it!"

3727, "The Hades is at fifty percent hull integrity.  Continue your attack, pilots, and look out for your wingmen."

3728, "The Hades has taken substantial damage.  Keep hammering, pilots!"

3729, "The Hades is going critical!  All units, stand clear!"

3730, "Well done, pilots!  The GTI insurgency has been defeated!  Return to base for a hero's welcome."

3731, "My god, we've lost the Soyakaze!"

3732, "Pilots, you must destroy the Hades at all costs!  The GTI must be stopped here and now!"

3733, "Good work, pilots.  All the beam cannons facing the Soyakaze have been destroyed.  Continue your attack."

3734, "The Hades has deployed bombers!  We are launching Theta wing to intercept."

3735, "This is Admiral Amentep of the PVD Guardian.  Allied Terran vessels, please respond."

3736, "This is Admiral Tess of the GTD Soyakaze.  Greetings, Admiral.  I was not aware that the Guardian had been repaired yet."

3737, "Regrettably, it has not.  We are still in orbit around Cygnus Prime.  But let us dispense with protocol, for the time is short.  Am I correct in assuming that you have engaged the GTI destroyer Hades?"

3738, "Affirmative, Admiral.  Our bombers are attacking the Hades near Deneb III."

3739, "And so the circle completes itself.  Remarkable.  I wish to inform you, Admiral, that one of our fighter squadrons just repelled a Hammer of Light ambush against the GTC Orff and two bomber wings."

3740, "These craft had entered the Deneb system in an attempt to engage the Hades, but were apparently provided incorrect information by a traitor sympathetic to the GTI.  If you will transmit your coordinates, I will redeploy the Orff and its wings to your location."

3741, "Transmitting now.  Admiral Amentep, you have our sincerest gratitude."

3742, "The gratitude is ours, but you may repay us by recounting the story of your victory over the GTI.  Sa Terra, vessels of the GTA.  Admiral Amentep out."

3743, "GTC Orff now on station.  We are targeting the Hades."

3744, "Holy crap, the Orff is down!  It never even had a chance!"
